ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:16:25,facultylens-perf-ai-service,0.09%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:32,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:32,facultylens-perf-worker,0.08%,41.32MiB / 7.317GiB,0.55%,57.6kB / 467kB,9.4MB / 709kB
17:16:32,facultylens-perf-app,0.00%,78.09MiB / 7.317GiB,1.04%,25.8MB / 62.9MB,7.25MB / 717kB
17:16:32,facultylens-perf-nginx,0.00%,15.45MiB / 7.317GiB,0.21%,876MB / 894MB,13.4MB / 4.1kB
17:16:32,facultylens-perf-redis,0.35%,17.16MiB / 7.317GiB,0.23%,581MB / 1.14GB,38.7MB / 770MB
17:16:32,facultylens-perf-mysql,0.85%,616.9MiB / 7.317GiB,8.23%,269MB / 927MB,50.6MB / 2.55GB
17:16:32,facultylens-perf-ai-service,0.09%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:39,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:39,facultylens-perf-worker,0.07%,41.31MiB / 7.317GiB,0.55%,58.7kB / 477kB,9.4MB / 709kB
17:16:39,facultylens-perf-app,9.37%,75.89MiB / 7.317GiB,1.01%,26.1MB / 67.9MB,7.25MB / 717kB
17:16:39,facultylens-perf-nginx,0.26%,15.48MiB / 7.317GiB,0.21%,877MB / 895MB,13.4MB / 4.1kB
17:16:39,facultylens-perf-redis,2.99%,17.32MiB / 7.317GiB,0.23%,585MB / 1.14GB,38.7MB / 774MB
17:16:39,facultylens-perf-mysql,1.92%,617.2MiB / 7.317GiB,8.24%,269MB / 927MB,50.6MB / 2.55GB
17:16:39,facultylens-perf-ai-service,0.12%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:46,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:46,facultylens-perf-worker,0.06%,41.31MiB / 7.317GiB,0.55%,60.1kB / 490kB,9.4MB / 709kB
17:16:46,facultylens-perf-app,0.01%,75.84MiB / 7.317GiB,1.01%,26.4MB / 70.4MB,7.25MB / 717kB
17:16:46,facultylens-perf-nginx,0.00%,15.45MiB / 7.317GiB,0.21%,877MB / 895MB,13.4MB / 4.1kB
17:16:46,facultylens-perf-redis,0.32%,17.4MiB / 7.317GiB,0.23%,587MB / 1.14GB,38.7MB / 776MB
17:16:46,facultylens-perf-mysql,0.42%,617MiB / 7.317GiB,8.23%,269MB / 928MB,50.6MB / 2.55GB
17:16:46,facultylens-perf-ai-service,0.09%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:54,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:54,facultylens-perf-worker,0.07%,41.32MiB / 7.317GiB,0.55%,61.6kB / 503kB,9.4MB / 709kB
17:16:54,facultylens-perf-app,0.00%,75.84MiB / 7.317GiB,1.01%,26.8MB / 75.3MB,7.25MB / 717kB
17:16:54,facultylens-perf-nginx,0.00%,15.47MiB / 7.317GiB,0.21%,878MB / 896MB,13.4MB / 4.1kB
17:16:54,facultylens-perf-redis,0.41%,17.15MiB / 7.317GiB,0.23%,591MB / 1.14GB,38.7MB / 780MB
17:16:54,facultylens-perf-mysql,0.36%,617.1MiB / 7.317GiB,8.24%,269MB / 928MB,50.6MB / 2.55GB
17:16:54,facultylens-perf-ai-service,0.12%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:17:01,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:17:01,facultylens-perf-worker,0.07%,41.31MiB / 7.317GiB,0.55%,63.5kB / 514kB,9.4MB / 709kB
17:17:01,facultylens-perf-app,10.16%,77.84MiB / 7.317GiB,1.04%,27.2MB / 80.3MB,7.25MB / 717kB
17:17:01,facultylens-perf-nginx,0.33%,15.45MiB / 7.317GiB,0.21%,879MB / 897MB,13.4MB / 4.1kB
17:17:01,facultylens-perf-redis,0.83%,17.4MiB / 7.317GiB,0.23%,595MB / 1.14GB,38.7MB / 784MB
17:17:01,facultylens-perf-mysql,3.93%,617MiB / 7.317GiB,8.23%,269MB / 928MB,50.6MB / 2.56GB
17:17:01,facultylens-perf-ai-service,0.09%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:17:08,facultylens-perf-scheduler,0.06%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:17:08,facultylens-perf-worker,0.08%,41.31MiB / 7.317GiB,0.55%,64.9kB / 527kB,9.4MB / 709kB
17:17:08,facultylens-perf-app,0.00%,75.86MiB / 7.317GiB,1.01%,27.4MB / 82.8MB,7.25MB / 717kB
17:17:08,facultylens-perf-nginx,0.00%,15.46MiB / 7.317GiB,0.21%,879MB / 897MB,13.4MB / 4.1kB
17:17:08,facultylens-perf-redis,0.32%,11.49MiB / 7.317GiB,0.15%,597MB / 1.14GB,38.8MB / 786MB
17:17:08,facultylens-perf-mysql,0.35%,617.2MiB / 7.317GiB,8.24%,269MB / 929MB,50.6MB / 2.56GB
17:17:08,facultylens-perf-ai-service,0.08%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
